cu_number,cycle_date,join_number,rssd,cu_type,cu_name,city,state,cdfi
24842,12/31/17 00:00,15285,326296,1,ABBEVILLE COMMUNITY,ABBEVILLE,SC,
66827,12/31/17 00:00,21049,774598,2,ABBEY,VANDALIA,OH,
96071,12/31/17 00:00,24103,1862625,3,ABBOTT LABORATORIES,Gurnee,IL,
12679,12/31/17 00:00,6354,151881,1,ABCO,RANCOCAS,NJ,
274,12/31/17 00:00,149,562777,1,ABERDEEN,ABERDEEN,SD,
2540,12/31/17 00:00,1181,798875,1,ABERDEEN PROVING GROUND,Aberdeen,MD,
6503,12/31/17 00:00,2903,920386,1,ABILENE,Abilene,TX,
6743,12/31/17 00:00,3044,877284,1,ABILENE TEACHERS,Abilene,TX,
13605,12/31/17 00:00,6897,32887,1,ABNB,Chesapeake,VA,
97086,12/31/17 00:00,15757,1002092,3,ABRI,Romeoville,IL,
4170,12/31/17 00:00,1860,465878,1,ABYSSINIAN BAPTIST CHURCH,NEW YORK CITY,NY,
23425,12/31/17 00:00,13554,813385,1,ACADEMIC,BRIARCLIFF MANO,NY,
67695,12/31/17 00:00,21833,1228173,2,ACADEMIC EMPLOYEES,Columbia,MO,
15619,12/31/17 00:00,8113,469081,1,ACADIA,Fort Kent,ME,
6898,12/31/17 00:00,3128,581787,1,ACADIAN,LAFAYETTE,LA,
19249,12/31/17 00:00,10135,168384,1,ACADIANA MEDICAL,Lafayette,LA,
3226,12/31/17 00:00,1473,555872,1,ACBA FED CREDIT UNION (3226),Pittsburgh,PA,
60798,12/31/17 00:00,15204,240598,2,ACCENTRA,AUSTIN,MN,
5579,12/31/17 00:00,2424,751973,1,ACCESS,CLINTON,NY,
61101,12/31/17 00:00,15474,276793,2,ACCESS,BRISTOL,PA,
97097,12/31/17 00:00,12402,490281,3,ACCESS,BROADVIEW,IL,
67178,12/31/17 00:00,21399,556990,2,ACCESS COMMUNITY,Amarillo,TX,
10353,12/31/17 00:00,5033,735281,1,ACCESS OF LOUISIANA,SULPHUR,LA,
23386,12/31/17 00:00,13515,754880,1,ACCLAIM,GREENSBORO,NC,
64323,12/31/17 00:00,18551,526199,2,ACE,Mason City,IA,
60087,12/31/17 00:00,14564,551490,2,ACHIEVA CREDIT UNION,DUNEDIN,FL,
61256,12/31/17 00:00,15614,347198,2,ACHIEVE FINANCIAL,Berlin,CT,
16500,12/31/17 00:00,8637,806284,1,ACIPCO,BIRMINGHAM,AL,
3447,12/31/17 00:00,1569,941774,1,ACME,EASTLAKE,OH,
61230,12/31/17 00:00,15591,122890,2,ACME CONTINENTAL,Riverdale,IL,
6679,12/31/17 00:00,3008,994882,1,ACT 1ST,LAVALE,MD,
15358,12/31/17 00:00,7958,167583,1,ACTORS,NEW YORK,NY,
67446,12/31/17 00:00,22823,652593,2,ACU,ABILENE,TX,
13814,12/31/17 00:00,7041,373580,1,ACUSHNET,ACUSHNET,MA,
95812,12/31/17 00:00,23773,637497,3,ADAMS COUNTY,Monroe,IN,
5546,12/31/17 00:00,2406,935371,1,ADIRONDACK REGIONAL,TUPPER LAKE,NY,
61829,12/31/17 00:00,16138,718499,2,ADM,Decatur,IL,
24078,12/31/17 00:00,14206,511391,1,ADVANCE FINANCIAL,SCHERERVILLE,IN,
16785,12/31/17 00:00,8802,359780,1,ADVANCED FINANCIAL,NEW PROVIDENCE,NJ,
2285,12/31/17 00:00,1075,113777,1,ADVANCIAL,Dallas,TX,
24181,12/31/17 00:00,14308,690399,1,ADVANTAGE,ROCHESTER,NY,
61383,12/31/17 00:00,15730,17594,2,ADVANTAGE,MANSFIELD,OH,
64030,12/31/17 00:00,18258,548696,2,ADVANTAGE,Newton,IA,
16416,12/31/17 00:00,8595,880480,1,ADVANTAGE FINANCIAL,WASHINGTON,DC,
68343,12/31/17 00:00,7028,310884,2,ADVANTAGE ONE,Morrison,IL,
8428,12/31/17 00:00,3949,593687,1,ADVANTAGE PLUS,POCATELLO,ID,
8925,12/31/17 00:00,4201,712983,1,ADVANTAGEPLUS OF INDIANA,Terre Haute,IN,
62659,12/31/17 00:00,16917,323996,2,ADVANTIS,Portland,OR,
60936,12/31/17 00:00,15322,140791,2,ADVENTURE,GRAND RAPIDS,MI,
60264,12/31/17 00:00,14728,323398,2,AE GOETZE EMPLOYEES,LAKE CITY,MN,
65521,12/31/17 00:00,19749,789396,2,AEGIS,Clinton,IA,
12164,12/31/17 00:00,6054,592381,1,AERO,GLENDALE,AZ,
61405,12/31/17 00:00,15749,49894,2,AEROQUIP,JACKSON,MI,
14723,12/31/17 00:00,7598,792284,1,AEROSPACE,Los Angeles,CA,
12153,12/31/17 00:00,6046,529985,1,AFENA,MARION,IN,
61808,12/31/17 00:00,16118,706197,2,AFFILIATED TRADES,COLLEGEVILLE,PA,
857,12/31/17 00:00,426,755878,1,AFFINITY,Basking Ridge,NJ,
62829,12/31/17 00:00,17082,760694,2,AFFINITY,DES MOINES,IA,
12980,12/31/17 00:00,6532,956086,1,AFFINITY FIRST,MINOT,ND,
5785,12/31/17 00:00,2532,575870,1,AFFINITY ONE,JAMESTOWN,NY,
24362,12/31/17 00:00,14486,131490,1,AFFINITY PLUS,Saint Paul,MN,
15618,12/31/17 00:00,8112,529181,1,AFGM ENTERPRISES,CHEEKTOWAGA,NY,
7992,12/31/17 00:00,3729,486985,1,AFL CIO EMPLOYEES,WASHINGTON,DC,
16096,12/31/17 00:00,8392,96786,1,AFLAC,COLUMBUS,GA,
24522,12/31/17 00:00,14701,446194,1,AGASSIZ,CROOKSTON,MN,
16400,12/31/17 00:00,8584,605085,1,AGRICULTURE,Merrifield,VA,
10600,12/31/17 00:00,5172,767581,1,AIR ACADEMY,Colorado Spring,CO,
8169,12/31/17 00:00,3825,463285,1,AIR FORCE,SAN ANTONIO,TX,
66546,12/31/17 00:00,20768,557894,2,AIR TECH,MILWAUKEE,WI,
11917,12/31/17 00:00,5908,237589,1,AIRCO,GLENDALE,CA,
10253,12/31/17 00:00,4965,726289,1,AKRON,AKRON,CO,
96656,12/31/17 00:00,25210,829694,3,AKRON FIREFIGHTERS',Akron,OH,
63084,12/31/17 00:00,17326,293790,2,AKRON MUNICIPAL EMPLOYEE'S,Akron,OH,
13367,12/31/17 00:00,6755,902681,1,AKRON SCHOOL EMPLOYEES,AKRON,NY,
9183,12/31/17 00:00,4342,374886,1,AL GAR,Cumberland,MD,
60712,12/31/17 00:00,15125,468990,2,ALABAMA CENTRAL,BIRMINGHAM,AL,
64603,12/31/17 00:00,18831,723895,2,ALABAMA LAW ENFORCEMENT CREDIT UNIO,Birmingham,AL,
68595,12/31/17 00:00,3439,561387,2,ALABAMA ONE,TUSCALOOSA,AL,
64645,12/31/17 00:00,18873,915391,2,ALABAMA POSTAL,BIRMINGHAM,AL,
65402,12/31/17 00:00,19630,92890,2,ALABAMA RIVER,MONROEVILLE,AL,
68624,12/31/17 00:00,10264,290388,2,ALABAMA RURAL ELECTRIC,MONTGOMERY,AL,
64598,12/31/17 00:00,18826,784494,2,ALABAMA STATE EMPLOYEES,MONTGOMERY,AL,
67252,12/31/17 00:00,6466,181383,2,ALABAMA TEACHERS,GADSDEN,AL,
8100,12/31/17 00:00,3787,509286,1,ALASKA AIR GROUP,SEATAC,WA,
6237,12/31/17 00:00,2781,965882,1,ALASKA DIST ENGINEERS,Elmendorf AFB,AK,
5913,12/31/17 00:00,2598,366573,1,ALASKA USA,Anchorage,AK,
60934,12/31/17 00:00,15320,293099,2,ALATRUST,HOOVER,AL,
13655,12/31/17 00:00,6933,66583,1,ALBA-GOLDEN,Alba,TX,
17469,12/31/17 00:00,9191,11181,1,ALBANY CITY LODGE K OF P 540,ALBANY,NY,
609,12/31/17 00:00,309,124876,1,ALBANY FIREMENS,ALBANY,NY,
15614,12/31/17 00:00,8110,186388,1,ALBION SCHOOL EMPLOYEES,ALBION,NY,
8975,12/31/17 00:00,4225,148180,1,ALCO,WELLSVILLE,NY,
11913,12/31/17 00:00,5906,230786,1,ALCOA COMMUNITY,BENTON,AR,
20513,12/31/17 00:00,10958,95088,1,ALCOA MUNICIPAL EMPLOYEES,ALCOA,TN,
2554,12/31/17 00:00,1185,763574,1,ALCOA PITTSBURGH,Pittsburgh,PA,
1509,12/31/17 00:00,741,513377,1,ALCOA TENN,ALCOA,TN,
20990,12/31/17 00:00,11295,606989,1,ALCON EMPLOYEES,Fort Worth,TX,
61926,12/31/17 00:00,16228,730491,2,ALCOSE,White Oak,PA,
67951,12/31/17 00:00,24174,424594,2,ALDEN,Chicopee,MA,
15062,12/31/17 00:00,7785,877480,1,ALDERSGATE,Marion,IL,
10520,12/31/17 00:00,5132,180582,1,ALDERSON FCI,Alderson,WV,
62438,12/31/17 00:00,16704,598691,2,ALEXANDRIA MUNICIPAL EMPLOYEES,ALEXANDRIA,LA,
64304,12/31/17 00:00,18532,94296,2,ALEXANDRIA SCHOOLS EMPLOYEES,Alexandria,MN,
7473,12/31/17 00:00,3438,301686,1,ALEXANDRIA T & P,ALEXANDRIA,LA,
60165,12/31/17 00:00,14637,499798,2,ALHAMBRA,Phoenix,AZ,
66365,12/31/17 00:00,20587,437398,2,ALIGN,LOWELL,MA,
2098,12/31/17 00:00,994,213574,1,ALIQUIPPA TEACHERS,Beaver,PA,
67316,12/31/17 00:00,22530,472399,2,ALIVE,JACKSONVILLE,FL,
4845,12/31/17 00:00,2099,678276,1,ALL SAINTS,GARFIELD HTS,OH,
10843,12/31/17 00:00,5304,898887,1,ALL SAINTS CATHOLIC,Fort Worth,TX,
8950,12/31/17 00:00,4215,102182,1,ALL SOULS,NEW YORK,NY,
67599,12/31/17 00:00,24200,5498,2,ALLCOM,Worcester,MA,
8825,12/31/17 00:00,4147,330985,1,ALLEG-KISKI POSTAL,NEW KENSINGTON,PA,
24438,12/31/17 00:00,15178,228596,1,ALLEGACY,WINSTON SALEM,NC,
5185,12/31/17 00:00,2221,781475,1,ALLEGAN COMMUNITY,ALLEGAN,MI,
22883,12/31/17 00:00,13012,108184,1,ALLEGANY FIRST,FILLMORE,NY,
205,12/31/17 00:00,112,542377,1,ALLEGENT COMMUNITY,Pittsburgh,PA,
841,12/31/17 00:00,416,754273,1,ALLEGHENY CENTRAL,Dunbar,PA,
21161,12/31/17 00:00,11425,774981,1,ALLEGHENY HEALTH SERVICES EMPLOYEES,PITTSBURGH,PA,
4095,12/31/17 00:00,1830,333379,1,ALLEGHENY LUDLUM BRACKENRIDGE,BRACKENRIDGE,PA,
4566,12/31/17 00:00,2006,655277,1,ALLEGHENY METAL,Leechburg,PA,
4756,12/31/17 00:00,2075,15675,1,ALLEGHENY VALLEY,Pittsburgh,PA,
63250,12/31/17 00:00,17491,336099,2,ALLEGIANCE,Oklahoma City,OK,
17389,12/31/17 00:00,9147,279280,1,ALLEGIUS,BURNS HARBOR,IN,
67831,12/31/17 00:00,23689,223096,2,ALLEN HOSPITAL PERSONNEL,WATERLOO,IA,
10015,12/31/17 00:00,4826,68783,1,ALLENTOWN,ALLENTOWN,PA,
68441,12/31/17 00:00,3757,550288,2,ALLIANCE,San Jose,CA,
97103,12/31/17 00:00,1784,520179,3,ALLIANCE,LUBBOCK,TX,
24645,12/31/17 00:00,21267,1163117,1,ALLIANCE BLACKSTONE VALLEY,PAWTUCKET,RI,
61759,12/31/17 00:00,16072,995991,2,ALLIANCE CATHOLIC,SOUTHFIELD,MI,
67432,12/31/17 00:00,22494,892698,2,ALLIANCE CREDIT UNION OF FLORIDA,GAINESVILLE,FL,
18409,12/31/17 00:00,9687,596080,1,ALLIANCE NIAGARA,SANBORN,NY,
64886,12/31/17 00:00,19114,1010798,2,ALLIANT,DUBUQUE,IA,
67955,12/31/17 00:00,21509,367392,2,ALLIANT,CHICAGO,IL,
17100,12/31/17 00:00,8972,233282,1,ALLIED,ARLINGTON,TX,
11005,12/31/17 00:00,5383,223582,1,ALLIED HEALTHCARE,Long Beach,CA,
11906,12/31/17 00:00,5901,714688,1,ALLIED PLASTICS,BATON ROUGE,LA,
60356,12/31/17 00:00,14807,80392,2,ALLIED TRADES,STOCKTON,CA,
20324,12/31/17 00:00,10829,869289,1,ALLOY,Alloy,WV,
66660,12/31/17 00:00,20882,9991,2,ALLOY EMPLOYEES,WAUKESHA,WI,
13828,12/31/17 00:00,7051,263588,1,ALLSOUTH,COLUMBIA,SC,
60173,12/31/17 00:00,14645,623892,2,ALLSTEEL,OSWEGO,IL,
65113,12/31/17 00:00,19341,296698,2,ALLUS CREDIT UNION,SALINAS,CA,
60660,12/31/17 00:00,15078,520692,2,ALLVAC SAVINGS AND,MONROE,NC,
5845,12/31/17 00:00,2559,831370,1,ALLWEALTH,HAMILTON,OH,
1845,12/31/17 00:00,883,184571,1,ALOHA PACIFIC,HONOLULU,HI,
62035,12/31/17 00:00,16333,793197,2,ALPENA-ALCONA AREA,ALPENA,MI,
67872,12/31/17 00:00,24175,37097,2,ALPHA,Boston,MA,
64332,12/31/17 00:00,18560,342791,2,ALPINE,OREM,UT,
68010,12/31/17 00:00,22903,598794,2,ALPINE COMMUNITY,Alpine,TX,
13865,12/31/17 00:00,7074,500283,1,ALPS,SITKA,AK,
64531,12/31/17 00:00,18759,7296,2,ALTA VISTA,REDLANDS,CA,
10262,12/31/17 00:00,4970,727884,1,ALTAMAHA,JESUP,GA,
6275,12/31/17 00:00,2802,782986,1,ALTANA,BILLINGS,MT,
5612,12/31/17 00:00,2439,1000173,1,ALTAONE,Ridgecrest,CA,
68372,12/31/17 00:00,2408,934879,2,ALTIER,TEMPE,AZ,
10308,12/31/17 00:00,5000,172082,1,ALTON MUNICIPAL EMPLOYEES,ALTON,IL,
3316,12/31/17 00:00,1505,569178,1,ALTONIZED COMMUNITY,ALTON,IL,
23753,12/31/17 00:00,13882,840194,1,ALTOONA AREA EMPLOYEES,ALTOONA,PA,
24077,12/31/17 00:00,14205,855497,1,ALTRA,ONALASKA,WI,
62799,12/31/17 00:00,17056,866792,2,ALTURA,RIVERSIDE,CA,
5168,12/31/17 00:00,2214,903772,1,AMARILLO COMMUNITY,Amarillo,TX,
67639,12/31/17 00:00,22662,648699,2,AMARILLO POSTAL EMPLOYEES,AMARILLO,TX,
567,12/31/17 00:00,291,934570,1,AMBRAW,LAWRENCEVILLE,IL,
900,12/31/17 00:00,451,146270,1,AMBRIDGE AREA,Baden,PA,
24694,12/31/17 00:00,14548,277697,1,AMERICA FIRST,Riverdale,UT,
67470,12/31/17 00:00,22659,744292,2,AMERICA'S,GARLAND,TX,
68062,12/31/17 00:00,11413,773386,2,AMERICA'S CHRISTIAN,GLENDORA,CA,
9373,12/31/17 00:00,4451,12188,1,"AMERICA'S CREDIT UNION, A",DuPont,WA,
24534,12/31/17 00:00,14923,455093,1,AMERICA'S FIRST,BIRMINGHAM,AL,
68680,12/31/17 00:00,12434,520889,2,AMERICA'S FIRST NETWORK,Trumbull,CT,
65595,12/31/17 00:00,19819,1018945,2,AMERICAN 1,JACKSON,MI,
23957,12/31/17 00:00,14085,49090,1,AMERICAN AIRLINES,Fort Worth,TX,
67622,12/31/17 00:00,22733,494793,2,AMERICAN BAPTIST ASSOCIATION,Alvin,TX,
18273,12/31/17 00:00,9620,578880,1,AMERICAN BROADCAST EMPLOYEES,Rockville Centr,NY,
14418,12/31/17 00:00,7411,605889,1,AMERICAN CHEMICAL SOCIETY,COLUMBUS,OH,
68659,12/31/17 00:00,44,66873,2,AMERICAN EAGLE FINANCIAL,EAST HARTFORD,CT,
68485,12/31/17 00:00,23819,452186,2,AMERICAN FIRST,Brea,CA,
5661,12/31/17 00:00,2468,567772,1,AMERICAN HAMMERED,Baltimore,MD,
5621,12/31/17 00:00,2444,801878,1,AMERICAN HERITAGE,Philadelphia,PA,
68371,12/31/17 00:00,2505,947673,2,AMERICAN LAKE,Lakewood,WA,
60389,12/31/17 00:00,14836,152794,2,AMERICAN PRIDE,ALTOONA,PA,
68567,12/31/17 00:00,4904,716084,2,AMERICAN SOUTHWEST,Sierra Vista,AZ,
15426,12/31/17 00:00,8000,453688,1,AMERICAN SPIRIT,NEWARK,DE,
8187,12/31/17 00:00,3832,515287,1,AMERICAN UNITED FAMILY OF CREDIT UN,WEST JORDAN,UT,
20041,12/31/17 00:00,10640,519986,1,AMERICHOICE,Mechanicsburg,PA,
12752,12/31/17 00:00,6395,391182,1,AMERICO,ERIE,PA,
68433,12/31/17 00:00,13112,12281,2,AMERICU,ROME,NY,
5439,12/31/17 00:00,2342,602776,1,AMHERST,AMHERST,NY,
930,12/31/17 00:00,466,762371,1,AMNH EMPLOYEES,NEW YORK,NY,
2441,12/31/17 00:00,1135,1017573,1,AMOCO,Texas City,TX,
68681,12/31/17 00:00,9636,583286,2,AMPLIFY,Austin,TX,
19538,12/31/17 00:00,10323,358886,1,AMPOT,HAMILTON,MS,
60184,12/31/17 00:00,14656,305095,2,ANCO COMMUNITY,LA SALLE,IL,
23990,12/31/17 00:00,14118,874993,1,ANDALUSIA MILLS EMPLOYEES CREDIT AS,ANDALUSIA,AL,
8470,12/31/17 00:00,3970,229883,1,ANDERSON,ANDERSON,SC,
9880,12/31/17 00:00,4751,923284,1,ANDERSON COUNTY,Palestine,TX,
63799,12/31/17 00:00,18027,637796,2,ANDIGO,Schaumburg,IL,
5754,12/31/17 00:00,2514,574275,1,ANDREWS FEDERAL CREDIT UNION,SUITLAND,MD,
10739,12/31/17 00:00,5244,895185,1,ANDREWS SCHOOL,Andrews,TX,
11975,12/31/17 00:00,5940,267081,1,ANG,BIRMINGHAM,AL,
67440,12/31/17 00:00,22760,965891,2,ANGELINA COUNTY TEACHERS,LUFKIN,TX,
67489,12/31/17 00:00,22868,899790,2,ANGELINA FEDERAL EMPLOYEES,LUFKIN,TX,
62715,12/31/17 00:00,16972,747097,2,ANHEUSER-BUSCH EMPLOYEES,Saint Louis,MO,
66142,12/31/17 00:00,20365,1012390,2,ANIMAS,FARMINGTON,NM,
21508,12/31/17 00:00,11716,427885,1,ANMED HEALTH,ANDERSON,SC,
7126,12/31/17 00:00,3241,596688,1,ANN ARBOR POSTAL,MILAN,MI,
60148,12/31/17 00:00,14622,296492,2,ANOKA HENNEPIN,COON RAPIDS,MN,
96660,12/31/17 00:00,25214,733296,3,ANTIOCH,Cleveland,OH,
13261,12/31/17 00:00,6694,809687,1,ANTIOCH COMMUNITY,ANTIOCH,CA,
20179,12/31/17 00:00,10739,279589,1,ANTIOCH MB,DECATUR,IL,
6680,12/31/17 00:00,3009,995384,1,AOD,BYNUM,AL,
9552,12/31/17 00:00,4568,1006689,1,APC EMPLOYEES,TUCSON,AZ,
9607,12/31/17 00:00,4602,84989,1,APCI,Lehigh Valley,PA,
62728,12/31/17 00:00,16985,748692,2,APCO EMPLOYEES,BIRMINGHAM,AL,
9475,12/31/17 00:00,4516,18489,1,APL,Laurel,MD,
1463,12/31/17 00:00,716,235370,1,APPALACHIAN POWER EMPLOYEES,HUNTINGTON,WV,
11307,12/31/17 00:00,5555,625289,1,APPLE,FAIRFAX,VA,
66675,12/31/17 00:00,20897,40798,2,APPLETREE,WEST ALLIS,WI,
67976,12/31/17 00:00,23956,521390,2,APPLIANCE,CLEVELAND,TN,
838,12/31/17 00:00,413,990473,1,APS,Charleroi,PA,
19985,12/31/17 00:00,10600,428789,1,ARABI SUGAR WORKERS,New Orleans,LA,
64110,12/31/17 00:00,18338,558891,2,ARAPAHOE,CENTENNIAL,CO,
61708,12/31/17 00:00,16026,962096,2,ARBOR FINANCIAL,KALAMAZOO,MI,
11304,12/31/17 00:00,5554,687081,1,ARC,ALTOONA,PA,
62114,12/31/17 00:00,16408,828491,2,ARCADE,Asheville,NC,
66532,12/31/17 00:00,20754,282897,2,ARCADIA,ARCADIA,WI,
66270,12/31/17 00:00,20493,482099,2,ARCHER COOPERATIVE,CENTRAL CITY,NE,
63125,12/31/17 00:00,17367,117690,2,ARCHER HEIGHTS,CHICAGO,IL,
22637,12/31/17 00:00,12769,248781,1,ARDENT,PHILA,PA,
64294,12/31/17 00:00,18522,202194,2,AREA COMMUNITY,Grand Forks,ND,
62500,12/31/17 00:00,16762,680596,2,AREA EDUCATIONAL,MATTOON,IL,
24313,12/31/17 00:00,14439,251491,1,ARGENT,CHESTERFIELD,VA,
20438,12/31/17 00:00,10906,905888,1,ARH,MIDDLESBORO,KY,
1747,12/31/17 00:00,848,133074,1,ARIZONA,PHOENIX,AZ,
62881,12/31/17 00:00,17133,766995,2,ARIZONA CENTRAL,Phoenix,AZ,
67826,12/31/17 00:00,22381,28394,2,ARK CITY TEACHERS,arkansas city,KS,
62894,12/31/17 00:00,17145,1015195,2,ARK VALLEY,ARKANSAS CITY,KS,
10920,12/31/17 00:00,5344,778680,1,ARKANSAS,JACKSONVILLE,AR,
7700,12/31/17 00:00,3570,121389,1,ARKANSAS AM & N COLLEGE,PINE BLUFF,AR,
13737,12/31/17 00:00,6983,549983,1,ARKANSAS BEST,FORT SMITH,AR,
24441,12/31/17 00:00,15171,440594,1,ARKANSAS DEMOCRAT - GAZETTE,Little Rock,AR,
23170,12/31/17 00:00,13299,910583,1,ARKANSAS EDUCATION ASSOCIATION,LITTLE ROCK,AR,
23956,12/31/17 00:00,14084,66190,1,ARKANSAS EMPLOYEES,LITTLE ROCK,AR,
24439,12/31/17 00:00,17583,625896,1,ARKANSAS FARM BUREAU,Little Rock,AR,
8987,12/31/17 00:00,4230,397885,1,ARKANSAS HEALTH CENTER,BENTON,AR,
17849,12/31/17 00:00,9416,532181,1,ARKANSAS KRAFT EMPLOYEES,Morrilton,AR,
11685,12/31/17 00:00,5777,861788,1,ARKANSAS SUPERIOR,WARREN,AR,
24433,12/31/17 00:00,18992,674492,1,ARKANSAS TEACHERS,LIttle Rock,AR,
7573,12/31/17 00:00,3490,219389,1,ARLINGTON COMMUNITY,ARLINGTON,VA,
9805,12/31/17 00:00,4705,987585,1,ARLINGTON MUNICIPAL,ARLINGTON,MA,
65291,12/31/17 00:00,19519,365398,2,ARMCO,BUTLER,PA,
24897,12/31/17 00:00,17393,183798,1,ARMSTRONG,JACKSON,MS,
12438,12/31/17 00:00,6210,194187,1,ARMSTRONG ASSOCIATES,FORD CITY,PA,
19745,12/31/17 00:00,10451,859486,1,ARMSTRONG CO. FEDERAL EMP.,KITTANNING,PA,
17642,12/31/17 00:00,9297,35785,1,ARMY AVIATION CENTER,DALEVILLE,AL,
15616,12/31/17 00:00,8111,303989,1,ARNOLD BAKERS EMPLOYEES,GREENWICH,CT,
61189,12/31/17 00:00,15553,343396,2,ARRHA,SPRINGFIELD,MA,
60700,12/31/17 00:00,15113,498894,2,ARROWHEAD CENTRAL,Rancho Cucamong,CA,
13573,12/31/17 00:00,6876,918084,1,ARROWPOINTE,CATAWBA,SC,
62783,12/31/17 00:00,17040,817392,2,ARTESIA,Artesia,NM,
6859,12/31/17 00:00,3109,517786,1,ARTESIAN CITY,ALBANY,GA,
7891,12/31/17 00:00,3674,448282,1,ARTMET,STOUGHTON,MA,
21190,12/31/17 00:00,11447,162784,1,ASA,BLOOMFIELD,CT,
18446,12/31/17 00:00,9714,602084,1,ASBESTOS WORKERS LOCAL 14,Philadelphia,PA,
14160,12/31/17 00:00,7249,523282,1,ASBESTOS WORKERS LOCAL 53,KENNER,LA,
5227,12/31/17 00:00,2237,910275,1,ASBURY,WASHINGTON,DC,
7397,12/31/17 00:00,3397,290986,1,ASCEND,TULLAHOMA,TN,
62018,12/31/17 00:00,16316,741590,2,ASCENSION,GONZALES,LA,
61792,12/31/17 00:00,16102,695497,2,ASHLAND,ASHLAND,KY,
7072,12/31/17 00:00,3217,267184,1,ASHLAND COMMUNITY,Ashland,OH,
5800,12/31/17 00:00,2539,824877,1,ASPIRE,CLARK,NJ,
60484,12/31/17 00:00,14921,546692,2,ASSOCIATED CREDIT UNION,Norcross,GA,
60466,12/31/17 00:00,14906,452896,2,ASSOCIATED HEALTHCARE,Saint Paul,MN,
68587,12/31/17 00:00,23780,22691,2,ASSOCIATED SCHOOL EMPLOYEES,Youngstown,OH,
23743,12/31/17 00:00,13872,784298,1,ASSOCIATES,WINDSOR,CT,
17243,12/31/17 00:00,9057,486480,1,ASSUMPTION BEAUMONT,LUMBERTON,TX,
60920,12/31/17 00:00,15309,139898,2,ASTERA,LANSING,MI,
67243,12/31/17 00:00,23153,1227701,2,ATHENS AREA,ATHENS,WI,
24827,12/31/17 00:00,16535,191195,1,ATL,WYOMING,MI,
12490,12/31/17 00:00,6246,616988,1,ATLANTA,ATLANTA,GA,
67389,12/31/17 00:00,21709,1015793,2,ATLANTA POSTAL,ATLANTA,GA,
16009,12/31/17 00:00,8339,497589,1,ATLANTIC CITY,LANDER,WY,
3755,12/31/17 00:00,1692,405070,1,ATLANTIC CITY ELECTRIC CO EMP,Mays Landing,NJ,
3420,12/31/17 00:00,1553,593472,1,ATLANTIC CITY POLICE,Northfield,NJ,
4738,12/31/17 00:00,2067,13578,1,ATLANTIC COUNTY NJ EMPLOYEES,NORTHFIELD,NJ,
6652,12/31/17 00:00,2990,35981,1,ATLANTIC FINANCIAL,HUNT VALLEY,MD,
21737,12/31/17 00:00,11914,88183,1,ATLANTIC HEALTH EMPLOYEES,Summit,NJ,
4281,12/31/17 00:00,1900,169578,1,ATLANTIC REGIONAL,Brunswick,ME,
67682,12/31/17 00:00,21832,10894,2,ATLAS,Hannibal,MO,
63532,12/31/17 00:00,17769,23894,2,ATOMIC,Piketon,OH,
63446,12/31/17 00:00,17684,515894,2,ATRIUM,MIDDLETOWN,OH,
884,12/31/17 00:00,441,607173,1,ATT-WYO CORRECTIONAL EMPLOYEES,ATTICA,NY,
16011,12/31/17 00:00,8340,374783,1,ATTLEBORO M E,ATTLEBORO,MA,
988,12/31/17 00:00,495,702274,1,AUBURN COMMUNITY,AUBURN,NY,
13867,12/31/17 00:00,7076,440183,1,AUBURN UNIVERSITY,AUBURN,AL,
11168,12/31/17 00:00,5478,677288,1,AUDUBON,Owensboro,KY,
11744,12/31/17 00:00,5804,869083,1,AUGUSTA COUNTY,VERONA,VA,
66933,12/31/17 00:00,21154,803591,2,AUGUSTA HEALTH CARE CREDIT UNION,FISHERSVILLE,VA,
9029,12/31/17 00:00,4253,337788,1,AUGUSTA VAH,Augusta,GA,
96761,12/31/17 00:00,25538,981798,3,AURGROUP,Fairfield,OH,
18574,12/31/17 00:00,9786,618580,1,AURORA,Aurora,CO,
66408,12/31/17 00:00,20630,100898,2,AURORA,MILWAUKEE,WI,
61425,12/31/17 00:00,15766,1003295,2,AURORA FIREFIGHTERS',AURORA,IL,
97100,12/31/17 00:00,15701,939397,3,AURORA POLICEMEN,AURORA,IL,
65906,12/31/17 00:00,20129,776293,2,AURORA POSTAL EMPLOYEES,Aurora,IL,
14369,12/31/17 00:00,7380,601685,1,AURORA SCHOOLS,Aurora,CO,
17955,12/31/17 00:00,9469,912082,1,AUSTIN,AUSTIN,TX,
64186,12/31/17 00:00,18414,507394,2,AUSTIN CITY EMPLOYEES,Austin,MN,
4584,12/31/17 00:00,2013,774,1,AUSTIN TELCO,Austin,TX,
21872,12/31/17 00:00,12036,53985,1,AUTO CLUB,CERRITOS,CA,
62543,12/31/17 00:00,16803,685694,2,AUTO-OWNERS ASSOCIATES,LANSING,MI,
68617,12/31/17 00:00,8703,770488,2,AUTOTRUCK FINANCIAL,Louisville,KY,
68583,12/31/17 00:00,18001,630993,2,AVADIAN,Birmingham,AL,
8801,12/31/17 00:00,4134,296885,1,AVANTI,WATERTOWN,SD,
62755,12/31/17 00:00,17012,813198,2,AVENTA,Colorado Spring,CO,
11658,12/31/17 00:00,5757,813983,1,AVENUE BAPTIST BROTHERHOOD,SHREVEPORT,LA,
66537,12/31/17 00:00,20759,922894,2,AVESTAR,WATERLOO,WI,
